timestamp,event_severity,recommended_action,original_predicted_load,estimated_reduction_kw,reduction_percent,new_predicted_load,optimization_score,battery_soc_percent,recommendation,approval_status
2017-10-31 15:00:00,HIGH,COMBINED_ACTION,599.92,69.87,11.65,530.05,46.88,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-10-31 16:00:00,HIGH,COMBINED_ACTION,582.87,93.13,15.98,489.74,67.82,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-10-31 17:00:00,ELEVATED,BATTERY_DISCHARGE,560.37,25.0,4.46,535.37,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-01 11:00:00,ELEVATED,BATTERY_DISCHARGE,554.13,25.0,4.51,529.13,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-01 12:00:00,ELEVATED,COMBINED_ACTION,572.19,91.02,15.91,481.17,44.26,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-01 13:00:00,HIGH,BATTERY_DISCHARGE,590.56,25.0,4.23,565.56,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-01 14:00:00,HIGH,BATTERY_DISCHARGE,599.27,25.0,4.17,574.27,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-01 15:00:00,HIGH,COMBINED_ACTION,608.87,96.32,15.82,512.55,70.69,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-01 16:00:00,HIGH,COMBINED_ACTION,603.95,96.01,15.9,507.94,70.41,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-01 17:00:00,ELEVATED,COMBINED_ACTION,570.19,58.81,10.31,511.38,20.11,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-02 11:00:00,ELEVATED,BATTERY_DISCHARGE,574.66,25.0,4.35,549.66,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-02 12:00:00,HIGH,COMBINED_ACTION,604.24,93.33,15.45,510.91,68.0,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-02 13:00:00,HIGH,COMBINED_ACTION,583.09,69.27,11.88,513.82,46.34,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-02 14:00:00,HIGH,BATTERY_DISCHARGE,600.87,25.0,4.16,575.87,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-02 15:00:00,HIGH,COMBINED_ACTION,594.79,86.99,14.63,507.8,62.29,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-02 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,598.4,30.05,5.02,568.35,15.05,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-02 17:00:00,ELEVATED,BATTERY_DISCHARGE,571.78,25.0,4.37,546.78,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-03 11:00:00,ELEVATED,BATTERY_DISCHARGE,575.89,25.0,4.34,550.89,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-03 12:00:00,HIGH,COMBINED_ACTION,585.41,72.14,12.32,513.27,48.93,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-03 13:00:00,HIGH,COMBINED_ACTION,602.1,73.0,12.12,529.09,49.7,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-03 14:00:00,HIGH,COMBINED_ACTION,601.66,92.07,15.3,509.59,66.86,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-03 15:00:00,CRITICAL,BATTERY_DISCHARGE,612.56,25.0,4.08,587.56,21.0,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-03 16:00:00,HIGH,BATTERY_DISCHARGE,605.63,25.0,4.13,580.63,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-06 12:00:00,ELEVATED,COMBINED_ACTION,566.05,85.84,15.17,480.21,40.38,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-06 13:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,592.16,31.39,5.3,560.77,16.25,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-06 14:00:00,ELEVATED,BATTERY_DISCHARGE,569.82,25.0,4.39,544.82,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-06 15:00:00,ELEVATED,COMBINED_ACTION,577.95,76.86,13.3,501.09,33.64,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-06 16:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,618.79,27.74,4.48,591.05,21.74,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-06 17:00:00,ELEVATED,BATTERY_DISCHARGE,557.23,25.0,4.49,532.23,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-07 12:00:00,ELEVATED,COMBINED_ACTION,566.16,84.08,14.85,482.08,39.06,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-07 13:00:00,ELEVATED,COMBINED_ACTION,578.74,79.46,13.73,499.27,35.6,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-07 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,598.41,32.29,5.4,566.12,17.06,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-07 15:00:00,ELEVATED,BATTERY_DISCHARGE,579.35,25.0,4.32,554.35,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-07 16:00:00,HIGH,COMBINED_ACTION,602.24,70.24,11.66,532.0,47.22,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-07 17:00:00,ELEVATED,COMBINED_ACTION,565.43,73.78,13.05,491.65,31.34,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-08 12:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,564.21,33.68,5.97,530.53,7.26,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-08 13:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,585.94,32.07,5.47,553.87,16.86,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-08 14:00:00,ELEVATED,COMBINED_ACTION,578.68,100.18,17.31,478.5,51.14,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-08 15:00:00,HIGH,COMBINED_ACTION,588.22,62.28,10.59,525.94,40.05,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-08 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,585.36,32.07,5.48,553.29,16.86,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-08 17:00:00,ELEVATED,BATTERY_DISCHARGE,563.66,25.0,4.44,538.66,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-09 12:00:00,ELEVATED,COMBINED_ACTION,563.56,91.2,16.18,472.36,44.4,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-09 13:00:00,ELEVATED,BATTERY_DISCHARGE,579.28,25.0,4.32,554.28,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-09 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,583.47,30.42,5.21,553.05,15.38,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-09 15:00:00,HIGH,BATTERY_DISCHARGE,595.63,25.0,4.2,570.63,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-09 16:00:00,HIGH,COMBINED_ACTION,583.02,72.53,12.44,510.5,49.28,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-09 17:00:00,ELEVATED,BATTERY_DISCHARGE,560.1,25.0,4.46,535.1,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-10 12:00:00,ELEVATED,BATTERY_DISCHARGE,574.65,25.0,4.35,549.65,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-10 13:00:00,ELEVATED,COMBINED_ACTION,576.82,90.42,15.68,486.4,43.82,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-10 14:00:00,ELEVATED,COMBINED_ACTION,560.56,88.23,15.74,472.32,42.17,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-10 15:00:00,ELEVATED,BATTERY_DISCHARGE,563.84,25.0,4.43,538.84,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-10 16:00:00,ELEVATED,COMBINED_ACTION,561.45,94.32,16.8,467.13,46.74,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-13 12:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,574.92,33.54,5.83,541.39,7.16,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-13 13:00:00,ELEVATED,BATTERY_DISCHARGE,577.67,25.0,4.33,552.67,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-13 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,609.22,31.62,5.19,577.59,16.46,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-13 15:00:00,HIGH,COMBINED_ACTION,609.42,79.5,13.05,529.92,55.55,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-13 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,591.33,33.21,5.62,558.11,17.89,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-13 17:00:00,ELEVATED,BATTERY_DISCHARGE,567.89,25.0,4.4,542.89,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-14 12:00:00,ELEVATED,BATTERY_DISCHARGE,576.62,25.0,4.34,551.62,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-14 13:00:00,HIGH,COMBINED_ACTION,604.31,81.92,13.56,522.39,57.73,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-14 14:00:00,HIGH,COMBINED_ACTION,595.22,69.18,11.62,526.05,46.26,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-14 15:00:00,HIGH,COMBINED_ACTION,597.57,88.71,14.85,508.86,63.84,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-14 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,598.65,30.39,5.08,568.26,15.35,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-14 17:00:00,ELEVATED,BATTERY_DISCHARGE,575.81,25.0,4.34,550.81,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-15 12:00:00,ELEVATED,BATTERY_DISCHARGE,577.7,25.0,4.33,552.7,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-15 13:00:00,HIGH,COMBINED_ACTION,591.9,60.44,10.21,531.45,38.4,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-15 14:00:00,HIGH,BATTERY_DISCHARGE,593.53,25.0,4.21,568.53,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-15 15:00:00,HIGH,COMBINED_ACTION,594.88,86.32,14.51,508.56,61.69,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-15 16:00:00,HIGH,COMBINED_ACTION,586.15,66.97,11.43,519.18,44.27,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-15 17:00:00,ELEVATED,COMBINED_ACTION,572.04,72.71,12.71,499.32,30.53,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-16 12:00:00,ELEVATED,COMBINED_ACTION,570.87,80.37,14.08,490.5,36.28,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-16 13:00:00,HIGH,BATTERY_DISCHARGE,590.8,25.0,4.23,565.8,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-16 14:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,614.52,27.06,4.4,587.46,21.06,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-16 15:00:00,HIGH,BATTERY_DISCHARGE,597.91,25.0,4.18,572.91,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-16 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,598.95,30.8,5.14,568.15,15.72,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-16 17:00:00,ELEVATED,BATTERY_DISCHARGE,565.31,25.0,4.42,540.31,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-17 11:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,557.08,35.06,6.29,522.02,8.3,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-17 12:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,592.58,32.61,5.5,559.98,17.35,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-17 13:00:00,HIGH,COMBINED_ACTION,601.94,71.85,11.94,530.09,48.66,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-17 14:00:00,HIGH,COMBINED_ACTION,595.85,86.82,14.57,509.03,62.14,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-17 15:00:00,HIGH,COMBINED_ACTION,592.6,68.56,11.57,524.04,45.7,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-17 16:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,630.68,33.01,5.23,597.67,27.01,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-17 17:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,573.04,33.68,5.88,539.36,7.26,77.5,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-20 11:00:00,ELEVATED,BATTERY_DISCHARGE,552.4,25.0,4.53,527.4,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-20 12:00:00,HIGH,BATTERY_DISCHARGE,582.31,25.0,4.29,557.31,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-20 13:00:00,HIGH,COMBINED_ACTION,589.21,70.48,11.96,518.73,47.43,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-20 14:00:00,HIGH,COMBINED_ACTION,604.3,85.59,14.16,518.71,61.03,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-20 15:00:00,CRITICAL,BATTERY_DISCHARGE,614.85,25.0,4.07,589.85,21.0,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-20 16:00:00,HIGH,BATTERY_DISCHARGE,599.78,25.0,4.17,574.78,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-20 17:00:00,HIGH,BATTERY_DISCHARGE,585.03,25.0,4.27,560.03,14.5,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-21 11:00:00,ELEVATED,COMBINED_ACTION,560.22,80.93,14.45,479.3,36.7,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-21 12:00:00,ELEVATED,COMBINED_ACTION,579.33,59.34,10.24,519.99,20.51,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-21 13:00:00,HIGH,COMBINED_ACTION,587.82,71.86,12.23,515.95,48.67,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-21 14:00:00,CRITICAL,COMBINED_ACTION,636.4,66.51,10.45,569.89,58.51,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-21 15:00:00,CRITICAL,COMBINED_ACTION,623.1,93.43,14.99,529.67,85.43,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-21 16:00:00,CRITICAL,COMBINED_ACTION,617.51,67.78,10.98,549.74,59.78,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-21 17:00:00,HIGH,COMBINED_ACTION,588.46,69.59,11.83,518.88,46.63,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-22 11:00:00,ELEVATED,BATTERY_DISCHARGE,565.05,25.0,4.42,540.05,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-22 12:00:00,HIGH,BATTERY_DISCHARGE,590.98,25.0,4.23,565.98,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-22 13:00:00,HIGH,COMBINED_ACTION,611.12,75.42,12.34,535.7,51.88,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-22 14:00:00,CRITICAL,COMBINED_ACTION,614.44,90.88,14.79,523.56,82.88,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-22 15:00:00,CRITICAL,COMBINED_ACTION,615.72,93.26,15.15,522.46,85.26,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-22 16:00:00,CRITICAL,COMBINED_ACTION,650.79,91.71,14.09,559.08,83.71,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-22 17:00:00,HIGH,BATTERY_DISCHARGE,605.27,25.0,4.13,580.27,14.5,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-23 11:00:00,ELEVATED,BATTERY_DISCHARGE,570.9,25.0,4.38,545.9,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-23 12:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,601.07,31.45,5.23,569.63,16.3,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-23 13:00:00,CRITICAL,COMBINED_ACTION,612.46,80.37,13.12,532.09,72.37,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-23 14:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,624.47,33.99,5.44,590.48,27.99,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-23 15:00:00,CRITICAL,COMBINED_ACTION,612.86,80.75,13.18,532.11,72.75,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-23 16:00:00,CRITICAL,COMBINED_ACTION,639.41,92.8,14.51,546.61,84.8,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-23 17:00:00,ELEVATED,COMBINED_ACTION,581.06,81.92,14.1,499.14,37.44,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-24 11:00:00,ELEVATED,COMBINED_ACTION,580.36,76.92,13.25,503.45,33.69,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-24 12:00:00,HIGH,COMBINED_ACTION,583.8,91.88,15.74,491.92,66.69,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-24 13:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,603.88,33.61,5.57,570.27,18.25,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-24 14:00:00,HIGH,COMBINED_ACTION,599.3,80.6,13.45,518.7,56.54,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-24 15:00:00,HIGH,COMBINED_ACTION,583.41,77.1,13.21,506.31,53.39,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-24 16:00:00,HIGH,COMBINED_ACTION,583.73,91.51,15.68,492.22,66.36,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-24 17:00:00,ELEVATED,BATTERY_DISCHARGE,555.52,25.0,4.5,530.52,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-27 11:00:00,ELEVATED,BATTERY_DISCHARGE,557.12,25.0,4.49,532.12,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-27 12:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,582.17,32.52,5.59,549.65,17.27,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-27 13:00:00,HIGH,COMBINED_ACTION,611.95,77.85,12.72,534.09,54.06,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-27 14:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,614.1,28.26,4.6,585.85,22.26,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-27 15:00:00,HIGH,COMBINED_ACTION,611.31,83.49,13.66,527.81,59.14,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-27 16:00:00,CRITICAL,COMBINED_ACTION,613.87,70.81,11.53,543.07,62.81,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-27 17:00:00,HIGH,BATTERY_DISCHARGE,589.36,25.0,4.24,564.36,14.5,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-28 12:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,586.84,31.04,5.29,555.8,15.94,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-28 13:00:00,CRITICAL,COMBINED_ACTION,620.06,77.1,12.43,542.96,69.1,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-28 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,595.32,32.03,5.38,563.29,16.83,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-28 15:00:00,HIGH,COMBINED_ACTION,599.01,103.88,17.34,495.13,77.49,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-28 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,602.57,31.84,5.28,570.73,16.66,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-28 17:00:00,ELEVATED,COMBINED_ACTION,560.31,70.29,12.55,490.02,28.72,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-29 12:00:00,HIGH,COMBINED_ACTION,588.07,83.97,14.28,504.1,59.57,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-29 13:00:00,HIGH,COMBINED_ACTION,593.31,99.27,16.73,494.04,73.34,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-29 14:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,647.43,28.46,4.4,618.96,22.46,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-29 15:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,604.36,35.7,5.91,568.66,20.13,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-29 16:00:00,HIGH,COMBINED_ACTION,609.4,81.71,13.41,527.69,57.54,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-29 17:00:00,ELEVATED,BATTERY_DISCHARGE,581.37,25.0,4.3,556.37,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-11-30 11:00:00,ELEVATED,COMBINED_ACTION,564.42,74.35,13.17,490.08,31.76,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-30 12:00:00,HIGH,COMBINED_ACTION,584.62,75.46,12.91,509.15,51.91,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-30 13:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,630.69,37.97,6.02,592.72,31.97,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-30 14:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,630.4,36.66,5.81,593.75,30.66,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-30 15:00:00,CRITICAL,COMBINED_ACTION,640.77,85.16,13.29,555.61,77.16,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-11-30 16:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,637.35,38.4,6.03,598.94,32.4,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-11-30 17:00:00,HIGH,COMBINED_ACTION,611.73,82.96,13.56,528.77,58.66,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-01 11:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,551.3,39.38,7.14,511.92,11.54,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-01 12:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,575.94,37.2,6.46,538.75,9.9,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-01 13:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,611.24,30.26,4.95,580.97,15.23,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-01 14:00:00,HIGH,COMBINED_ACTION,585.65,73.47,12.54,512.19,50.12,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-01 15:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,612.73,36.28,5.92,576.45,30.28,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-01 16:00:00,CRITICAL,COMBINED_ACTION,622.87,76.89,12.34,545.98,68.89,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-01 17:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,581.31,34.83,5.99,546.49,8.12,77.5,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-04 11:00:00,ELEVATED,BATTERY_DISCHARGE,551.15,25.0,4.54,526.15,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-04 12:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,589.98,32.17,5.45,557.81,16.95,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-04 13:00:00,HIGH,COMBINED_ACTION,606.33,91.9,15.16,514.43,66.71,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-04 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,609.36,29.78,4.89,579.57,14.8,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-04 15:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,595.52,30.22,5.08,565.29,15.2,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-04 16:00:00,HIGH,BATTERY_DISCHARGE,584.92,25.0,4.27,559.92,14.5,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-04 17:00:00,HIGH,COMBINED_ACTION,596.74,91.98,15.41,504.76,66.78,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-05 11:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,573.65,35.53,6.19,538.11,8.65,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-05 12:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,589.26,35.12,5.96,554.14,19.61,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
